age,weight,height,injury_type,goal,exercise
62,102,161,legs,flexibility,Bridge pose hold
64,51,173,hips,rehab,Butterfly stretch
37,80,159,shoulder,flexibility,Overhead Arm Hold
68,97,149,shoulder,rehab,Overhead Arm Hold
66,81,171,hips,strength,Half-Kneeling Hip Flexor Stretch
44,77,168,lower_back,strength,Plank
55,84,168,shoulder,flexibility,Side plank
57,78,172,hips,strength,Half-Kneeling Hip Flexor Stretch
56,82,170,upper_back,strength,Overhead Arm Hold
63,73,165,upper_back,rehab,Overhead Arm Hold
77,96,192,hips,flexibility,Half-Kneeling Hip Flexor Stretch
73,100,150,legs,rehab,Standing quad stretch (L/R)
40,80,158,lower_back,rehab,Bird Dog Hold
66,65,176,lower_back,strength,Bridge pose hold
76,75,166,hips,rehab,Standing quad stretch (L/R)
63,80,173,shoulder,flexibility,Overhead Arm Hold
73,88,166,core,strength,Bird Dog Hold
85,69,181,lower_back,flexibility,Bird Dog Hold
72,72,153,lower_back,flexibility,Bird Dog Hold
61,88,180,upper_back,flexibility,Reverse Tabletop Pose
72,94,178,upper_back,flexibility,Plank
60,74,150,upper_back,rehab,Overhead Arm Hold
58,65,172,core,strength,Bridge pose hold
53,120,164,lower_back,rehab,Bird Dog Hold
79,92,157,lower_back,strength,Bridge pose hold
47,79,142,core,rehab,Bird Dog Hold
79,93,153,none,strength,Half-Kneeling Hip Flexor Stretch
65,80,173,lower_back,flexibility,Dead Bug Hold
39,93,174,shoulder,flexibility,Side plank
63,84,162,shoulder,rehab,Reverse Tabletop Pose
30,83,174,shoulder,rehab,Reverse Tabletop Pose
66,81,176,none,flexibility,Plank
70,64,166,legs,rehab,Standing quad stretch (L/R)
50,106,156,lower_back,rehab,Bird Dog Hold
60,70,170,core,strength,Reverse Tabletop Pose
84,65,170,lower_back,strength,Bird Dog Hold
51,79,172,core,strength,Bird Dog Hold
44,70,175,none,rehab,Reverse Tabletop Pose
78,81,149,hips,flexibility,Butterfly stretch
84,91,159,hips,flexibility,Side plank
58,94,142,legs,flexibility,Bridge pose hold
72,92,173,hips,flexibility,Standing quad stretch (L/R)
76,78,162,shoulder,strength,Overhead Arm Hold
48,83,170,legs,strength,Bridge pose hold
51,87,147,legs,rehab,Calf stretch
75,60,181,legs,flexibility,Chair pose
81,89,151,upper_back,rehab,Overhead Arm Hold
66,64,174,none,flexibility,Chair pose
46,108,166,hips,flexibility,Half-Kneeling Hip Flexor Stretch
85,77,162,lower_back,rehab,Bridge pose hold
51,80,161,upper_back,strength,Overhead Arm Hold
53,72,157,core,rehab,Bridge pose hold
63,74,180,shoulder,rehab,Reverse Tabletop Pose
79,110,165,upper_back,flexibility,Overhead Arm Hold
70,94,150,shoulder,strength,Reverse Tabletop Pose
64,63,160,none,rehab,Standing quad stretch (L/R)
64,101,166,lower_back,strength,Bird Dog Hold
59,97,175,lower_back,strength,Bridge pose hold
66,78,157,hips,strength,Half-Kneeling Hip Flexor Stretch
24,86,158,core,strength,Hollow Body Hold
54,82,165,upper_back,flexibility,Overhead Arm Hold
61,107,175,lower_back,flexibility,Hollow Body Hold
42,72,149,none,flexibility,Plank
63,84,170,shoulder,flexibility,Plank
55,77,159,lower_back,flexibility,Bridge pose hold
82,64,161,hips,rehab,Half-Kneeling Hip Flexor Stretch
79,109,188,shoulder,strength,Overhead Arm Hold
52,67,162,legs,flexibility,Straight leg raises (L/R)
56,85,173,core,strength,Bird Dog Hold
57,60,173,hips,flexibility,Side plank
52,77,151,none,flexibility,Bird Dog Hold
61,87,143,none,rehab,Bridge pose hold
48,72,174,none,strength,Side plank
43,89,152,none,flexibility,Bridge pose hold
66,79,145,hips,flexibility,Half-Kneeling Hip Flexor Stretch
66,97,176,legs,rehab,Standing quad stretch (L/R)
47,99,153,core,strength,Hollow Body Hold
70,75,155,none,strength,Bridge pose hold
49,83,188,lower_back,flexibility,Hollow Body Hold
61,84,145,hips,rehab,Standing quad stretch (L/R)
69,90,150,legs,rehab,Standing quad stretch (L/R)
58,82,159,core,flexibility,Side plank
64,84,162,legs,strength,Straight leg raises (L/R)
51,79,154,core,flexibility,Bridge pose hold
55,83,151,hips,strength,Butterfly stretch
55,98,182,upper_back,rehab,Overhead Arm Hold
48,90,168,none,flexibility,Overhead Arm Hold
56,91,171,hips,flexibility,Side plank
37,91,163,none,flexibility,Reverse Tabletop Pose
51,80,168,core,strength,Reverse Tabletop Pose
54,86,175,upper_back,strength,Overhead Arm Hold
55,68,153,lower_back,rehab,Bird Dog Hold
55,98,168,legs,strength,Calf stretch
57,47,173,shoulder,strength,Overhead Arm Hold
64,81,183,hips,flexibility,Half-Kneeling Hip Flexor Stretch
70,96,187,shoulder,rehab,Reverse Tabletop Pose
49,65,165,lower_back,rehab,Bridge pose hold
42,87,178,hips,flexibility,Side plank
44,73,133,shoulder,strength,Side plank
51,77,183,lower_back,strength,Bird Dog Hold
53,94,156,upper_back,flexibility,Reverse Tabletop Pose
48,84,162,lower_back,flexibility,Bird Dog Hold
41,57,170,hips,strength,Side plank
52,70,163,core,rehab,Bridge pose hold
60,94,167,core,flexibility,Bird Dog Hold
66,88,183,none,strength,Overhead Arm Hold
50,104,160,none,flexibility,Side plank
52,103,152,core,rehab,Bridge pose hold
45,78,186,hips,rehab,Standing quad stretch (L/R)
58,113,171,hips,strength,Standing quad stretch (L/R)
47,82,187,lower_back,rehab,Bridge pose hold
66,70,175,hips,flexibility,Butterfly stretch
34,74,149,none,rehab,Reverse Tabletop Pose
53,54,172,lower_back,strength,Bird Dog Hold
62,102,153,core,flexibility,Bridge pose hold
60,102,165,none,rehab,Bird Dog Hold
94,69,164,legs,rehab,Calf stretch
63,79,146,legs,rehab,Calf stretch
44,83,155,none,strength,Side plank
57,70,190,none,strength,Overhead Arm Hold
34,60,167,legs,rehab,Straight leg raises (L/R)
57,79,162,shoulder,flexibility,Side plank
47,78,186,legs,rehab,Straight leg raises (L/R)
70,77,160,legs,flexibility,Standing quad stretch (L/R)
51,85,163,lower_back,flexibility,Hollow Body Hold
56,100,176,lower_back,strength,Bird Dog Hold
49,78,160,core,rehab,Reverse Tabletop Pose
81,84,156,none,strength,Bridge pose hold
54,91,138,hips,rehab,Half-Kneeling Hip Flexor Stretch
83,89,154,hips,flexibility,Half-Kneeling Hip Flexor Stretch
69,74,153,hips,strength,Half-Kneeling Hip Flexor Stretch
65,83,166,core,strength,Bridge pose hold
63,89,157,lower_back,strength,Bridge pose hold
63,68,190,lower_back,flexibility,Plank
32,98,152,legs,strength,Standing calf raise
54,100,181,upper_back,rehab,Overhead Arm Hold
69,73,167,lower_back,rehab,Bridge pose hold
57,84,174,core,flexibility,Plank
39,90,173,upper_back,strength,Reverse Tabletop Pose
57,75,139,lower_back,rehab,Bird Dog Hold
81,88,164,core,strength,Bird Dog Hold
75,84,161,lower_back,rehab,Bird Dog Hold
57,64,151,shoulder,flexibility,Side plank
71,88,170,upper_back,rehab,Overhead Arm Hold
53,68,185,none,rehab,Bird Dog Hold
35,94,133,none,rehab,Reverse Tabletop Pose
46,74,158,shoulder,flexibility,Plank
79,80,150,legs,rehab,Straight leg raises (L/R)
54,99,165,shoulder,flexibility,Reverse Tabletop Pose
55,88,161,shoulder,flexibility,Plank
54,69,157,core,rehab,Reverse Tabletop Pose
84,69,173,none,strength,Calf stretch
80,75,184,legs,rehab,Straight leg raises (L/R)
88,87,196,upper_back,flexibility,Reverse Tabletop Pose
56,86,156,hips,strength,Butterfly stretch
62,71,143,lower_back,rehab,Bridge pose hold
38,67,171,core,rehab,Reverse Tabletop Pose
78,86,183,upper_back,rehab,Overhead Arm Hold
42,80,174,legs,rehab,Calf stretch
61,109,183,shoulder,rehab,Overhead Arm Hold
43,82,162,hips,strength,Side plank
50,105,157,shoulder,rehab,Reverse Tabletop Pose
47,67,166,lower_back,flexibility,Hollow Body Hold
50,62,161,legs,flexibility,Straight leg raises (L/R)
51,68,172,hips,strength,Butterfly stretch
51,97,176,upper_back,flexibility,Overhead Arm Hold
69,104,177,upper_back,strength,Overhead Arm Hold
43,72,170,legs,flexibility,Standing quad stretch (L/R)
61,76,167,legs,strength,Straight leg raises (L/R)
74,67,174,core,rehab,Bird Dog Hold
51,59,142,shoulder,flexibility,Reverse Tabletop Pose
48,91,167,hips,flexibility,Half-Kneeling Hip Flexor Stretch
55,85,165,lower_back,strength,Bird Dog Hold
74,82,167,legs,strength,Standing quad stretch (L/R)
61,64,163,hips,strength,Standing quad stretch (L/R)
51,102,170,core,flexibility,Plank
65,76,158,none,strength,Half-Kneeling Hip Flexor Stretch
43,89,178,legs,rehab,Straight leg raises (L/R)
67,64,170,legs,strength,Standing quad stretch (L/R)
64,80,166,upper_back,rehab,Overhead Arm Hold
54,86,156,none,rehab,Bird Dog Hold
47,86,174,hips,strength,Bird Dog Hold
46,84,167,upper_back,rehab,Overhead Arm Hold
65,88,156,core,rehab,Bird Dog Hold
75,68,164,upper_back,rehab,Overhead Arm Hold
49,84,172,none,strength,Plank
64,83,171,core,strength,Reverse Tabletop Pose
30,85,170,none,rehab,Bridge pose hold
50,83,166,hips,flexibility,Half-Kneeling Hip Flexor Stretch
58,66,176,core,rehab,Bird Dog Hold
46,66,179,core,strength,Side plank
45,54,173,upper_back,rehab,Overhead Arm Hold
49,92,158,none,rehab,Bridge pose hold
62,92,152,shoulder,strength,Reverse Tabletop Pose
55,93,158,none,strength,Reverse Tabletop Pose
28,86,187,lower_back,flexibility,Bird Dog Hold
29,55,168,lower_back,rehab,Bridge pose hold
50,69,189,shoulder,rehab,Overhead Arm Hold
64,84,163,legs,rehab,Calf stretch
21,84,161,upper_back,flexibility,Plank
51,79,164,lower_back,flexibility,Dead Bug Hold
51,87,163,hips,rehab,Butterfly stretch
77,82,155,core,strength,Bird Dog Hold
53,84,151,core,rehab,Reverse Tabletop Pose
63,74,170,legs,rehab,Straight leg raises (L/R)
60,94,177,lower_back,rehab,Bridge pose hold
29,77,193,none,strength,Chair pose
68,65,159,upper_back,flexibility,Plank
61,72,160,lower_back,flexibility,Dead Bug Hold
65,78,156,upper_back,rehab,Overhead Arm Hold
99,94,178,legs,rehab,Standing quad stretch (L/R)
30,81,174,none,rehab,Standing quad stretch (L/R)
81,80,154,none,strength,Half-Kneeling Hip Flexor Stretch
54,66,154,none,rehab,Overhead Arm Hold
62,92,176,core,strength,Bridge pose hold
57,74,169,shoulder,rehab,Reverse Tabletop Pose
52,81,173,core,rehab,Bridge pose hold
50,101,154,upper_back,rehab,Overhead Arm Hold
62,88,143,upper_back,flexibility,Reverse Tabletop Pose
38,62,154,legs,rehab,Calf stretch
68,60,173,legs,rehab,Standing quad stretch (L/R)
52,81,189,hips,rehab,Standing quad stretch (L/R)
43,67,159,core,rehab,Bridge pose hold
52,90,191,core,strength,Reverse Tabletop Pose
75,83,174,legs,strength,Standing quad stretch (L/R)
51,84,148,lower_back,rehab,Bridge pose hold
63,73,167,upper_back,strength,Overhead Arm Hold
48,104,175,none,rehab,Overhead Arm Hold
68,118,136,shoulder,rehab,Reverse Tabletop Pose
67,79,172,legs,strength,Straight leg raises (L/R)
83,86,178,none,strength,Standing quad stretch (L/R)
56,83,169,upper_back,rehab,Overhead Arm Hold
67,79,164,shoulder,flexibility,Reverse Tabletop Pose
59,72,162,hips,rehab,Half-Kneeling Hip Flexor Stretch
75,68,162,lower_back,rehab,Bird Dog Hold
48,68,151,hips,flexibility,Bird Dog Hold
68,87,156,legs,strength,Standing quad stretch (L/R)
55,76,160,lower_back,flexibility,Plank
57,50,166,hips,rehab,Standing quad stretch (L/R)
59,88,158,upper_back,strength,Overhead Arm Hold
61,82,154,legs,flexibility,Standing quad stretch (L/R)
56,99,173,core,flexibility,Bridge pose hold
61,87,169,hips,rehab,Standing quad stretch (L/R)
79,64,158,lower_back,flexibility,Bridge pose hold
71,54,170,lower_back,rehab,Bridge pose hold
70,73,159,core,strength,Bridge pose hold
52,74,165,none,flexibility,Side plank
46,94,176,shoulder,strength,Plank
71,82,157,lower_back,strength,Bird Dog Hold
70,96,151,lower_back,rehab,Bird Dog Hold
78,65,163,none,flexibility,Overhead Arm Hold
50,94,149,legs,strength,Bridge pose hold
55,91,161,lower_back,flexibility,Hollow Body Hold
36,57,161,shoulder,flexibility,Plank
53,99,136,lower_back,flexibility,Plank
71,83,171,shoulder,flexibility,Plank
52,87,162,none,strength,Bridge pose hold
67,71,178,upper_back,flexibility,Reverse Tabletop Pose
55,98,167,shoulder,rehab,Reverse Tabletop Pose
62,67,173,legs,rehab,Standing quad stretch (L/R)
43,92,178,hips,flexibility,Butterfly stretch
59,92,163,core,flexibility,Side plank
18,70,164,hips,rehab,Butterfly stretch
55,107,146,upper_back,flexibility,Overhead Arm Hold
36,85,179,legs,strength,Bridge pose hold
74,90,163,upper_back,flexibility,Plank
68,63,153,upper_back,flexibility,Reverse Tabletop Pose
64,108,173,lower_back,strength,Bridge pose hold
79,67,139,lower_back,flexibility,Hollow Body Hold
45,95,159,legs,strength,Chair pose
82,70,175,hips,strength,Standing quad stretch (L/R)
71,74,159,shoulder,rehab,Overhead Arm Hold
55,92,156,lower_back,rehab,Bird Dog Hold
73,95,160,legs,flexibility,Standing quad stretch (L/R)
43,66,141,legs,rehab,Standing quad stretch (L/R)
47,96,173,none,flexibility,Reverse Tabletop Pose
50,95,163,hips,flexibility,Side plank
51,70,161,legs,rehab,Calf stretch
44,102,161,core,rehab,Reverse Tabletop Pose
75,64,165,legs,flexibility,Standing quad stretch (L/R)
55,74,172,hips,flexibility,Butterfly stretch
63,88,164,lower_back,flexibility,Hollow Body Hold
50,71,149,hips,strength,Bird Dog Hold
33,85,171,upper_back,flexibility,Plank
62,85,170,lower_back,flexibility,Hollow Body Hold
32,80,167,upper_back,flexibility,Plank
57,92,177,legs,rehab,Standing quad stretch (L/R)
40,79,165,upper_back,rehab,Overhead Arm Hold
85,85,177,hips,strength,Standing quad stretch (L/R)
70,96,181,hips,flexibility,Side plank
59,92,171,none,flexibility,Bird Dog Hold
75,92,156,shoulder,flexibility,Plank
47,68,163,none,flexibility,Overhead Arm Hold
65,89,179,none,flexibility,Plank
61,71,147,core,flexibility,Bird Dog Hold
62,66,160,none,rehab,Bridge pose hold
75,81,160,legs,strength,Straight leg raises (L/R)
68,71,154,hips,rehab,Standing quad stretch (L/R)
62,92,175,lower_back,rehab,Bridge pose hold
36,92,169,none,rehab,Reverse Tabletop Pose
45,58,156,none,strength,Bird Dog Hold
56,72,172,none,flexibility,Plank
59,64,163,hips,strength,Butterfly stretch
43,76,154,lower_back,rehab,Bird Dog Hold
91,88,156,legs,rehab,Straight leg raises (L/R)
78,79,170,core,rehab,Reverse Tabletop Pose
66,75,175,shoulder,rehab,Overhead Arm Hold
59,98,159,shoulder,flexibility,Reverse Tabletop Pose
55,53,171,upper_back,rehab,Overhead Arm Hold
45,97,183,hips,rehab,Half-Kneeling Hip Flexor Stretch
59,75,150,legs,flexibility,Standing calf raise
61,81,169,upper_back,rehab,Overhead Arm Hold
41,75,174,legs,flexibility,Calf stretch
63,101,163,legs,strength,Calf stretch
56,67,179,upper_back,flexibility,Plank
32,82,190,legs,rehab,Straight leg raises (L/R)
46,89,169,upper_back,flexibility,Reverse Tabletop Pose
52,62,162,none,rehab,Half-Kneeling Hip Flexor Stretch
83,71,176,none,rehab,Calf stretch
66,80,174,core,strength,Bird Dog Hold
40,71,135,hips,rehab,Butterfly stretch
65,72,164,upper_back,rehab,Overhead Arm Hold
37,78,160,hips,rehab,Half-Kneeling Hip Flexor Stretch
73,90,169,none,flexibility,Bird Dog Hold
52,78,162,shoulder,rehab,Overhead Arm Hold
57,95,164,upper_back,rehab,Overhead Arm Hold
76,70,154,none,rehab,Straight leg raises (L/R)
41,66,173,core,strength,Hollow Body Hold
39,106,184,shoulder,strength,Side plank
50,74,155,upper_back,flexibility,Reverse Tabletop Pose
72,66,148,legs,strength,Straight leg raises (L/R)
37,60,165,shoulder,strength,Side plank
20,95,164,lower_back,flexibility,Bridge pose hold
52,78,178,lower_back,strength,Bridge pose hold
65,79,150,lower_back,rehab,Bird Dog Hold
74,80,158,shoulder,rehab,Reverse Tabletop Pose
52,95,139,hips,rehab,Half-Kneeling Hip Flexor Stretch
52,80,181,upper_back,strength,Overhead Arm Hold
74,111,167,legs,flexibility,Standing quad stretch (L/R)
33,84,159,legs,strength,Chair pose
53,95,149,none,flexibility,Reverse Tabletop Pose
61,92,150,shoulder,rehab,Overhead Arm Hold
64,82,169,lower_back,flexibility,Bridge pose hold
51,75,152,core,rehab,Bird Dog Hold
58,86,166,none,strength,Bird Dog Hold
24,88,188,legs,strength,Chair pose
49,75,160,core,flexibility,Hollow Body Hold
64,84,153,none,strength,Straight leg raises (L/R)
45,97,169,core,flexibility,Side plank
59,108,150,legs,strength,Calf stretch
64,93,185,hips,strength,Standing quad stretch (L/R)
53,105,181,legs,strength,Straight leg raises (L/R)
60,74,163,none,flexibility,Bridge pose hold
45,91,154,legs,flexibility,Straight leg raises (L/R)
55,99,160,upper_back,flexibility,Plank
66,71,161,legs,strength,Standing quad stretch (L/R)
60,76,169,upper_back,rehab,Overhead Arm Hold
50,104,177,none,flexibility,Hollow Body Hold
61,70,152,lower_back,rehab,Bird Dog Hold
68,65,176,hips,flexibility,Standing quad stretch (L/R)
30,101,172,none,flexibility,Reverse Tabletop Pose
74,97,159,core,rehab,Bridge pose hold
53,87,152,none,rehab,Standing quad stretch (L/R)
64,81,166,legs,strength,Calf stretch
74,77,152,hips,rehab,Half-Kneeling Hip Flexor Stretch
39,86,176,none,flexibility,Bird Dog Hold
48,102,151,core,rehab,Bridge pose hold
54,85,171,none,rehab,Half-Kneeling Hip Flexor Stretch
47,109,164,none,rehab,Overhead Arm Hold
81,71,158,hips,rehab,Standing quad stretch (L/R)
46,82,163,core,strength,Hollow Body Hold
51,77,177,core,flexibility,Side plank
61,68,151,hips,flexibility,Standing quad stretch (L/R)
42,80,160,shoulder,flexibility,Plank
53,87,156,upper_back,strength,Overhead Arm Hold
62,89,164,core,rehab,Bridge pose hold
54,109,157,core,flexibility,Side plank
57,88,144,core,flexibility,Hollow Body Hold
51,96,152,core,rehab,Bridge pose hold
38,83,184,hips,flexibility,Butterfly stretch
62,103,167,core,rehab,Bridge pose hold
82,112,167,lower_back,strength,Bridge pose hold
58,89,161,legs,flexibility,Standing calf raise
61,70,164,none,flexibility,Side plank
67,75,159,core,rehab,Reverse Tabletop Pose
41,86,171,hips,strength,Bird Dog Hold
81,88,166,none,flexibility,Dead Bug Hold
61,91,151,core,rehab,Reverse Tabletop Pose
80,88,167,hips,strength,Standing quad stretch (L/R)
48,82,136,core,rehab,Bird Dog Hold
83,74,169,legs,flexibility,Straight leg raises (L/R)
68,87,148,core,flexibility,Dead Bug Hold
65,105,163,lower_back,flexibility,Bird Dog Hold
61,95,151,core,rehab,Bird Dog Hold
55,89,165,core,strength,Reverse Tabletop Pose
74,95,171,none,flexibility,Side plank
60,77,182,none,flexibility,Side plank
31,76,147,hips,rehab,Butterfly stretch
43,73,176,hips,flexibility,Side plank
55,80,166,core,rehab,Bird Dog Hold
62,77,159,lower_back,flexibility,Bird Dog Hold
57,97,173,hips,strength,Half-Kneeling Hip Flexor Stretch
74,76,162,none,flexibility,Side plank
32,72,173,lower_back,rehab,Bridge pose hold
60,106,153,hips,flexibility,Bird Dog Hold
33,76,157,legs,rehab,Standing quad stretch (L/R)
68,84,176,lower_back,rehab,Bridge pose hold
57,88,182,legs,rehab,Calf stretch
64,68,164,legs,strength,Straight leg raises (L/R)
46,97,132,hips,strength,Side plank
75,90,162,none,flexibility,Butterfly stretch
72,101,165,lower_back,rehab,Bird Dog Hold
66,74,162,shoulder,strength,Reverse Tabletop Pose
56,83,168,legs,rehab,Straight leg raises (L/R)
66,82,159,none,flexibility,Dead Bug Hold
48,85,174,legs,rehab,Straight leg raises (L/R)
70,64,151,legs,strength,Straight leg raises (L/R)
80,83,179,hips,strength,Butterfly stretch
72,64,183,hips,rehab,Standing quad stretch (L/R)
48,86,154,legs,rehab,Straight leg raises (L/R)
63,55,154,none,rehab,Butterfly stretch
41,59,169,core,rehab,Bridge pose hold
66,92,151,hips,rehab,Butterfly stretch
64,75,159,hips,rehab,Standing quad stretch (L/R)
33,70,177,hips,flexibility,Side plank
42,98,173,upper_back,flexibility,Plank
54,86,188,lower_back,strength,Bird Dog Hold
54,93,166,none,rehab,Overhead Arm Hold
42,80,157,hips,flexibility,Standing quad stretch (L/R)
63,115,165,upper_back,rehab,Overhead Arm Hold
